GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),TIMEPERIOD (CODE),TIMEPERIOD (DISPLAY),TIMEPERIOD (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2009,2009,,AFR,Africa,,NGA,2009,2009,Nigeria,,,,,MLE,Male,,,,,,,,3.5 [3.2-3.9],3.50000,3.20000,3.90000,,,
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2014,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,,,,MLE,Male,,,,,,,,3.6 [3.1-4.0],3.60000,3.10000,4.00000,,,
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2016,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,,,,MLE,Male,,,,,,,,3.6 [3.1-4.1],3.60000,3.10000,4.10000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1980,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,,,,MLE,Male,,,,,,,,3.5 [2.9-4.1],3.50000,2.90000,4.10000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1985,1985,,AFR,Africa,,NGA,1985,1985,Nigeria,,,,,MLE,Male,,,,,,,,3.4 [3.0-3.8],3.40000,3.00000,3.80000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1987,1987,,AFR,Africa,,NGA,1987,1987,Nigeria,,,,,MLE,Male,,,,,,,,3.4 [3.1-3.8],3.40000,3.10000,3.80000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1994,1994,,AFR,Africa,,NGA,1994,1994,Nigeria,,,,,MLE,Male,,,,,,,,3.4 [3.2-3.7],3.40000,3.20000,3.70000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1996,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,,,,MLE,Male,,,,,,,,3.4 [3.2-3.7],3.40000,3.20000,3.70000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2003,2003,,AFR,Africa,,NGA,2003,2003,Nigeria,,,,,MLE,Male,,,,,,,,3.5 [3.2-3.8],3.50000,3.20000,3.80000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2005,2005,,AFR,Africa,,NGA,2005,2005,Nigeria,,,,,MLE,Male,,,,,,,,3.5 [3.2-3.8],3.50000,3.20000,3.80000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,,,,MLE,Male,,,,,,,,3.6 [3.2-4.0],3.60000,3.20000,4.00000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2012,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,,,,MLE,Male,,,,,,,,3.6 [3.2-4.0],3.60000,3.20000,4.00000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1981,1981,,AFR,Africa,,NGA,1981,1981,Nigeria,,,,,MLE,Male,,,,,,,,2.0 [1.5-2.5],2.00000,1.50000,2.50000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1983,1983,,AFR,Africa,,NGA,1983,1983,Nigeria,,,,,MLE,Male,,,,,,,,2.0 [1.6-2.4],2.00000,1.60000,2.40000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1985,1985,,AFR,Africa,,NGA,1985,1985,Nigeria,,,,,MLE,Male,,,,,,,,2.0 [1.6-2.4],2.00000,1.60000,2.40000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1990,1990,,AFR,Africa,,NGA,1990,1990,Nigeria,,,,,MLE,Male,,,,,,,,2.0 [1.7-2.4],2.00000,1.70000,2.40000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1992,1992,,AFR,Africa,,NGA,1992,1992,Nigeria,,,,,MLE,Male,,,,,,,,2.1 [1.7-2.4],2.10000,1.70000,2.40000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1999,1999,,AFR,Africa,,NGA,1999,1999,Nigeria,,,,,MLE,Male,,,,,,,,2.1 [1.8-2.5],2.10000,1.80000,2.50000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2001,2001,,AFR,Africa,,NGA,2001,2001,Nigeria,,,,,MLE,Male,,,,,,,,2.2 [1.8-2.5],2.20000,1.80000,2.50000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2008,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,,,,MLE,Male,,,,,,,,2.3 [2.0-2.6],2.30000,2.00000,2.60000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,,,,MLE,Male,,,,,,,,2.3 [2.0-2.7],2.30000,2.00000,2.70000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2015,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,,,,MLE,Male,,,,,,,,2.4 [2.1-2.8],2.40000,2.10000,2.80000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2017,2017,,AFR,Africa,,NGA,2017,2017,Nigeria,,,,,MLE,Male,,,,,,,,2.5 [2.1-2.8],2.50000,2.10000,2.80000,,,
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1981,1981,,AFR,Africa,,NGA,1981,1981,Nigeria,,,,,MLE,Male,,,,,,,,2.0 [1.5-2.4],2.00000,1.50000,2.40000,,,
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1986,1986,,AFR,Africa,,NGA,1986,1986,Nigeria,,,,,MLE,Male,,,,,,,,2.0 [1.6-2.4],2.00000,1.60000,2.40000,,,
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1988,1988,,AFR,Africa,,NGA,1988,1988,Nigeria,,,,,MLE,Male,,,,,,,,2.0 [1.6-2.4],2.00000,1.60000,2.40000,,,
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1995,1995,,AFR,Africa,,NGA,1995,1995,Nigeria,,,,,MLE,Male,,,,,,,,2.1 [1.7-2.4],2.10000,1.70000,2.40000,,,
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1997,1997,,AFR,Africa,,NGA,1997,1997,Nigeria,,,,,MLE,Male,,,,,,,,2.1 [1.8-2.4],2.10000,1.80000,2.40000,,,
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2004,2004,,AFR,Africa,,NGA,2004,2004,Nigeria,,,,,MLE,Male,,,,,,,,2.2 [1.9-2.5],2.20000,1.90000,2.50000,,,
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2006,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,,,,MLE,Male,,,,,,,,2.3 [2.0-2.6],2.30000,2.00000,2.60000,,,
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2011,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,,,,MLE,Male,,,,,,,,2.4 [2.1-2.7],2.40000,2.10000,2.70000,,,
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2013,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,,,,MLE,Male,,,,,,,,2.4 [2.1-2.7],2.40000,2.10000,2.70000,,,
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1984,1984,,AFR,Africa,,NGA,1984,1984,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.3],1.00000,0.70000,1.30000,,,
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1986,1986,,AFR,Africa,,NGA,1986,1986,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.3],1.00000,0.70000,1.30000,,,
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1991,1991,,AFR,Africa,,NGA,1991,1991,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.2],1.00000,0.70000,1.20000,,,
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1993,1993,,AFR,Africa,,NGA,1993,1993,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.2],1.00000,0.70000,1.20000,,,
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NGA,2000,2000,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.2],1.00000,0.70000,1.20000,,,
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2002,2002,,AFR,Africa,,NGA,2002,2002,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.2],1.00000,0.70000,1.20000,,,
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2009,2009,,AFR,Africa,,NGA,2009,2009,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.2],1.00000,0.70000,1.20000,,,
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2011,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.8-1.2],1.00000,0.80000,1.20000,,,
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2016,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.2],1.00000,0.70000,1.20000,,,
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2018,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.3],1.00000,0.70000,1.30000,,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1980,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,,,,MLE,Male,,,,,,,,1.1 [0.7-1.4],1.10000,0.70000,1.40000,,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1982,1982,,AFR,Africa,,NGA,1982,1982,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.3],1.00000,0.70000,1.30000,,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1987,1987,,AFR,Africa,,NGA,1987,1987,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.3],1.00000,0.70000,1.30000,,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1989,1989,,AFR,Africa,,NGA,1989,1989,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.2],1.00000,0.70000,1.20000,,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1991,1991,,AFR,Africa,,NGA,1991,1991,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.2],1.00000,0.70000,1.20000,,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1996,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.2],1.00000,0.70000,1.20000,,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1998,1998,,AFR,Africa,,NGA,1998,1998,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.2],1.00000,0.70000,1.20000,,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2005,2005,,AFR,Africa,,NGA,2005,2005,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.2],1.00000,0.70000,1.20000,,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2007,2007,,AFR,Africa,,NGA,2007,2007,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.2],1.00000,0.70000,1.20000,,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2012,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.8-1.2],1.00000,0.80000,1.20000,,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2014,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.8-1.2],1.00000,0.80000,1.20000,,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2016,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,,,,MLE,Male,,,,,,,,1.0 [0.7-1.2],1.00000,0.70000,1.20000,,,
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1985,1985,,AFR,Africa,,NGA,1985,1985,Nigeria,,,,,FMLE,Female,,,,,,,,3.7 [3.3-4.1],3.70000,3.30000,4.10000,,,
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1987,1987,,AFR,Africa,,NGA,1987,1987,Nigeria,,,,,FMLE,Female,,,,,,,,3.7 [3.4-4.0],3.70000,3.40000,4.00000,,,
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1992,1992,,AFR,Africa,,NGA,1992,1992,Nigeria,,,,,FMLE,Female,,,,,,,,3.7 [3.5-4.0],3.70000,3.50000,4.00000,,,
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1994,1994,,AFR,Africa,,NGA,1994,1994,Nigeria,,,,,FMLE,Female,,,,,,,,3.8 [3.5-4.0],3.80000,3.50000,4.00000,,,
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2001,2001,,AFR,Africa,,NGA,2001,2001,Nigeria,,,,,FMLE,Female,,,,,,,,3.8 [3.5-4.1],3.80000,3.50000,4.10000,,,
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2003,2003,,AFR,Africa,,NGA,2003,2003,Nigeria,,,,,FMLE,Female,,,,,,,,3.8 [3.5-4.1],3.80000,3.50000,4.10000,,,
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,,,,FMLE,Female,,,,,,,,3.9 [3.6-4.2],3.90000,3.60000,4.20000,,,
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2012,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,,,,FMLE,Female,,,,,,,,3.9 [3.5-4.2],3.90000,3.50000,4.20000,,,
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2017,2017,,AFR,Africa,,NGA,2017,2017,Nigeria,,,,,FMLE,Female,,,,,,,,3.9 [3.4-4.4],3.90000,3.40000,4.40000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1981,1981,,AFR,Africa,,NGA,1981,1981,Nigeria,,,,,FMLE,Female,,,,,,,,3.7 [3.2-4.4],3.70000,3.20000,4.40000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1983,1983,,AFR,Africa,,NGA,1983,1983,Nigeria,,,,,FMLE,Female,,,,,,,,3.8 [3.3-4.2],3.80000,3.30000,4.20000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1990,1990,,AFR,Africa,,NGA,1990,1990,Nigeria,,,,,FMLE,Female,,,,,,,,3.8 [3.5-4.1],3.80000,3.50000,4.10000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1992,1992,,AFR,Africa,,NGA,1992,1992,Nigeria,,,,,FMLE,Female,,,,,,,,3.8 [3.5-4.1],3.80000,3.50000,4.10000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1997,1997,,AFR,Africa,,NGA,1997,1997,Nigeria,,,,,FMLE,Female,,,,,,,,3.9 [3.6-4.2],3.90000,3.60000,4.20000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1999,1999,,AFR,Africa,,NGA,1999,1999,Nigeria,,,,,FMLE,Female,,,,,,,,3.9 [3.6-4.2],3.90000,3.60000,4.20000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2006,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,,,,FMLE,Female,,,,,,,,3.9 [3.6-4.3],3.90000,3.60000,4.30000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2008,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,,,,FMLE,Female,,,,,,,,4.0 [3.6-4.3],4.00000,3.60000,4.30000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2015,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,,,,FMLE,Female,,,,,,,,4.0 [3.5-4.5],4.00000,3.50000,4.50000,,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2017,2017,,AFR,Africa,,NGA,2017,2017,Nigeria,,,,,FMLE,Female,,,,,,,,4.0 [3.5-4.6],4.00000,3.50000,4.60000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1986,1986,,AFR,Africa,,NGA,1986,1986,Nigeria,,,,,FMLE,Female,,,,,,,,2.3 [1.9-2.7],2.30000,1.90000,2.70000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1988,1988,,AFR,Africa,,NGA,1988,1988,Nigeria,,,,,FMLE,Female,,,,,,,,2.3 [1.9-2.7],2.30000,1.90000,2.70000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1993,1993,,AFR,Africa,,NGA,1993,1993,Nigeria,,,,,FMLE,Female,,,,,,,,2.4 [2.0-2.8],2.40000,2.00000,2.80000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1995,1995,,AFR,Africa,,NGA,1995,1995,Nigeria,,,,,FMLE,Female,,,,,,,,2.4 [2.1-2.8],2.40000,2.10000,2.80000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2002,2002,,AFR,Africa,,NGA,2002,2002,Nigeria,,,,,FMLE,Female,,,,,,,,2.5 [2.2-2.9],2.50000,2.20000,2.90000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2004,2004,,AFR,Africa,,NGA,2004,2004,Nigeria,,,,,FMLE,Female,,,,,,,,2.6 [2.2-2.9],2.60000,2.20000,2.90000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2011,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,,,,FMLE,Female,,,,,,,,2.6 [2.3-3.0],2.60000,2.30000,3.00000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2013,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,,,,FMLE,Female,,,,,,,,2.7 [2.3-3.0],2.70000,2.30000,3.00000,,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2018,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,,,,FMLE,Female,,,,,,,,2.7 [2.3-3.0],2.70000,2.30000,3.00000,,,
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1982,1982,,AFR,Africa,,NGA,1982,1982,Nigeria,,,,,FMLE,Female,,,,,,,,2.2 [1.8-2.7],2.20000,1.80000,2.70000,,,
