GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2020,2020,,AFR,Africa,,,2020,2020,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,20.12 [15.65-26.26],20.11732,15.64937,26.25852,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1996,1996,,AFR,Africa,,,1996,1996,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,22 [19.44-25.24],22.00133,19.44259,25.24462,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1997,1997,,AFR,Africa,,,1997,1997,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,21.52 [19.04-24.55],21.51949,19.03746,24.55189,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1998,1998,,AFR,Africa,,,1998,1998,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,21.01 [18.63-23.86],21.00967,18.63266,23.86079,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,20.57 [18.3-23.23],20.57064,18.30345,23.22614,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,14.98 [12.95-17.35],14.98444,12.94761,17.34831,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,14.66 [12.56-17.01],14.65835,12.56496,17.01257,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,14.35 [12.16-16.77],14.34717,12.15999,16.76898,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,14.03 [11.77-16.47],14.03403,11.77083,16.47482,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1997,1997,,AFR,Africa,,,1997,1997,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,23.24 [20.67-26.41],23.23995,20.66524,26.41232,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1998,1998,,AFR,Africa,,,1998,1998,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,22.76 [20.27-25.8],22.76482,20.27118,25.80442,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,22.25 [19.85-25.13],22.25447,19.84772,25.12551,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,21.63 [19.33-24.33],21.62819,19.32988,24.33383,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,15.46 [13.25-17.96],15.46496,13.25363,17.95888,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,15.19 [12.91-17.71],15.18705,12.90533,17.71491,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,14.93 [12.54-17.49],14.93246,12.54191,17.48797,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,14.66 [12.18-17.26],14.65818,12.18156,17.26031,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,21.42 [19.34-23.97],21.42350,19.34451,23.96923,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,20.92 [18.92-23.28],20.91844,18.91898,23.28379,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,20.42 [18.5-22.65],20.41913,18.49605,22.65280,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,19.92 [18.05-22.06],19.92373,18.05201,22.05805,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,14.77 [12.67-17.02],14.77310,12.67281,17.02126,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,14.49 [12.33-16.78],14.48962,12.32991,16.78324,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,14.2 [11.96-16.54],14.20029,11.95577,16.53512,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,13.89 [11.56-16.26],13.89484,11.55808,16.25843,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,13.6 [11.14-16],13.60126,11.14392,16.00357,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1977,1977,,AFR,Africa,,,1977,1977,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,318 556 [289 517-350 637],318556.00000,289517.00000,350637.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1978,1978,,AFR,Africa,,,1978,1978,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,319 995 [291 465-351 244],319995.00000,291465.00000,351244.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1979,1979,,AFR,Africa,,,1979,1979,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,321 818 [294 131-352 442],321818.00000,294131.00000,352442.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1980,1980,,AFR,Africa,,,1980,1980,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,323 679 [296 497-353 470],323679.00000,296497.00000,353470.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1994,1994,,AFR,Africa,,,1994,1994,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,418 365 [393 077-446 217],418365.00000,393077.00000,446217.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1995,1995,,AFR,Africa,,,1995,1995,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,425 371 [399 724-453 051],425371.00000,399724.00000,453051.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1996,1996,,AFR,Africa,,,1996,1996,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,429 715 [403 803-457 731],429715.00000,403803.00000,457731.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1997,1997,,AFR,Africa,,,1997,1997,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,430 758 [405 283-458 791],430758.00000,405283.00000,458791.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,407 706 [372 657-443 243],407706.00000,372657.00000,443243.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,409 867 [371 485-448 939],409867.00000,371485.00000,448939.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,411 710 [370 202-455 757],411710.00000,370202.00000,455757.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,413 007 [366 691-463 480],413007.00000,366691.00000,463480.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,414 215 [363 249-473 527],414215.00000,363249.00000,473527.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1974,1974,,AFR,Africa,,,1974,1974,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,365 848 [329 929-405 666],365848.00000,329929.00000,405666.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1975,1975,,AFR,Africa,,,1975,1975,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,366 009 [331 071-404 409],366009.00000,331071.00000,404409.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1976,1976,,AFR,Africa,,,1976,1976,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,366 124 [332 157-402 760],366124.00000,332157.00000,402760.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1977,1977,,AFR,Africa,,,1977,1977,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,366 718 [333 616-402 184],366718.00000,333616.00000,402184.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1991,1991,,AFR,Africa,,,1991,1991,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,457 192 [428 169-488 518],457192.00000,428169.00000,488518.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1992,1992,,AFR,Africa,,,1992,1992,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,465 749 [436 710-497 036],465749.00000,436710.00000,497036.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1993,1993,,AFR,Africa,,,1993,1993,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,474 768 [445 719-506 518],474768.00000,445719.00000,506518.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1994,1994,,AFR,Africa,,,1994,1994,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,483 504 [454 461-515 583],483504.00000,454461.00000,515583.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,474 280 [439 094-509 974],474280.00000,439094.00000,509974.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2009,2009,,AFR,Africa,,,2009,2009,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,474 063 [436 680-512 312],474063.00000,436680.00000,512312.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,474 358 [434 226-515 445],474358.00000,434226.00000,515445.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,476 208 [432 065-522 013],476208.00000,432065.00000,522013.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1971,1971,,AFR,Africa,,,1971,1971,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,693 819 [623 354-773 943],693819.00000,623354.00000,773943.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1972,1972,,AFR,Africa,,,1972,1972,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,690 452 [621 054-768 998],690452.00000,621054.00000,768998.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1973,1973,,AFR,Africa,,,1973,1973,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,686 935 [619 121-762 819],686935.00000,619121.00000,762819.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1974,1974,,AFR,Africa,,,1974,1974,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,685 395 [619 305-758 487],685395.00000,619305.00000,758487.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1975,1975,,AFR,Africa,,,1975,1975,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,685 134 [621 364-756 417],685134.00000,621364.00000,756417.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1988,1988,,AFR,Africa,,,1988,1988,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,799 725 [748 016-856 000],799725.00000,748016.00000,856000.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1989,1989,,AFR,Africa,,,1989,1989,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,816 625 [764 865-872 825],816625.00000,764865.00000,872825.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1990,1990,,AFR,Africa,,,1990,1990,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,833 717 [782 209-889 872],833717.00000,782209.00000,889872.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1991,1991,,AFR,Africa,,,1991,1991,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,849 597 [797 519-905 579],849597.00000,797519.00000,905579.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,894 310 [838 370-954 140],894310.00000,838370.00000,954140.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,887 846 [830 589-948 109],887846.00000,830589.00000,948109.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2007,2007,,AFR,Africa,,,2007,2007,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,882 280 [822 252-944 541],882280.00000,822252.00000,944541.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,880 405 [816 789-945 920],880405.00000,816789.00000,945920.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2021,2021,,AFR,Africa,,,2021,2021,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,852 298 [628 933-1 172 650],852298.00000,628933.00000,1172650.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1978,1978,,AFR,Africa,,,1978,1978,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,189 119 [172 619-208 273],189119.00000,172619.00000,208273.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1979,1979,,AFR,Africa,,,1979,1979,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,190 106 [174 108-208 644],190106.00000,174108.00000,208644.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1980,1980,,AFR,Africa,,,1980,1980,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,190 802 [175 455-208 602],190802.00000,175455.00000,208602.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1981,1981,,AFR,Africa,,,1981,1981,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,192 406 [177 235-209 425],192406.00000,177235.00000,209425.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1995,1995,,AFR,Africa,,,1995,1995,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,248 869 [234 736-264 542],248869.00000,234736.00000,264542.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1996,1996,,AFR,Africa,,,1996,1996,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,251 628 [237 424-267 550],251628.00000,237424.00000,267550.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1997,1997,,AFR,Africa,,,1997,1997,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,252 423 [238 352-268 165],252423.00000,238352.00000,268165.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1998,1998,,AFR,Africa,,,1998,1998,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,251 060 [237 234-266 360],251060.00000,237234.00000,266360.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,250 564 [229 400-271 839],250564.00000,229400.00000,271839.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,251 471 [228 274-275 368],251471.00000,228274.00000,275368.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,252 006 [226 383-279 009],252006.00000,226383.00000,279009.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,252 850 [224 460-284 451],252850.00000,224460.00000,284451.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1971,1971,,AFR,Africa,,,1971,1971,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,228 494 [204 036-256 789],228494.00000,204036.00000,256789.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1972,1972,,AFR,Africa,,,1972,1972,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,227 950 [204 054-255 426],227950.00000,204054.00000,255426.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1973,1973,,AFR,Africa,,,1973,1973,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,227 096 [203 971-253 712],227096.00000,203971.00000,253712.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1974,1974,,AFR,Africa,,,1974,1974,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,227 288 [204 542-252 827],227288.00000,204542.00000,252827.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1988,1988,,AFR,Africa,,,1988,1988,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,263 914 [247 194-281 584],263914.00000,247194.00000,281584.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1989,1989,,AFR,Africa,,,1989,1989,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,271 035 [254 226-289 042],271035.00000,254226.00000,289042.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1990,1990,,AFR,Africa,,,1990,1990,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,277 958 [261 268-296 215],277958.00000,261268.00000,296215.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1991,1991,,AFR,Africa,,,1991,1991,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,283 637 [266 746-301 954],283637.00000,266746.00000,301954.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,311 987 [294 327-330 770],311987.00000,294327.00000,330770.00000,,,
